校名,學系名稱,採計科目及加權(含學測、分科及術科),錄取分數,平均
國立政治大學,東南亞語文學系印尼文組,國x1.50、英x1.50、地x1.00、歷x1.00、公x1.00,296,49.33
國立政治大學,法律學系,國x1.00、英x2.00、數Bx1.00、歷x1.00、公x1.00,309,51.50
國立政治大學,應用數學系,英x1.00、數甲x2.00、物x1.00、化x1.00,207,41.40
國立政治大學,心理學系,國x1.00、英x1.25、數甲x1.00,155,47.69
國立政治大學,資訊科學系,國x1.00、英x1.25、數甲x1.25、物x1.00、化x1.00,254.75,46.32
國立政治大學,資訊科學系(人工智慧組),國x1.00、英x1.00、數甲x1.50、物x1.00,211,46.89
國立政治大學,創新國際學院學士班,國x1.00、英x2.00、數Bx1.50、公x1.50,295.5,49.25
高雄醫學大學,醫學系(自費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,268,53.60
高雄醫學大學,醫學系(公費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,261,52.20
高雄醫學大學,運動醫學系,英x1.50、數Ax1.00、物x1.00、生x1.50,174,34.80
高雄醫學大學,呼吸治療學系,英x1.50、化x1.25、生x1.25,165.25,41.31
高雄醫學大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,266,53.20
高雄醫學大學,口腔衛生學系,國x1.50、英x1.00、數Ax1.00、生x1.50,184.5,36.90
高雄醫學大學,藥學系,國x1.00、英x1.00、物x1.00、化x1.25、生x1.25,286.5,52.09
高雄醫學大學,香粧品學系,國x1.00、英x1.00、數甲x1.00、化x1.00、生x1.00,173,34.60
高雄醫學大學,護理學系,國x1.25、英x2.00、數Ax1.00、生x2.00,234.25,37.48
高雄醫學大學,公共衛生學系,國x1.00、英x1.00、數甲x2.00、化x2.00、生x1.75,263.5,34.00
高雄醫學大學,醫學檢驗生物技術學系,國x1.00、英x1.00、化x1.00、生x1.00,185,46.25
高雄醫學大學,醫學影像暨放射科學系,英x1.00、數甲x1.00、物x1.50、化x1.25、生x1.25,222.5,37.08
高雄醫學大學,職能治療學系,國x1.50、英x2.00、生x1.50,244,48.80
高雄醫學大學,物理治療學系,國x1.00、英x2.00、數甲x1.50、物x1.00、生x1.50,319.5,45.64
高雄醫學大學,醫務管理暨醫療資訊學系,國x1.50、英x2.00、數甲x2.00,188,34.18
高雄醫學大學,醫藥暨應用化學系應用化學組,英x1.50、數甲x1.50、物x1.00、化x1.50,191.5,34.82
高雄醫學大學,醫藥暨應用化學系醫藥化學組,英x1.50、數甲x1.50、化x1.50、生x1.00,211,38.36
高雄醫學大學,生物醫學暨環境生物學系,國x1.00、英x1.50、數甲x1.00、化x1.25、生x1.50,228,36.48
高雄醫學大學,生物科技學系,英x1.25、化x1.25、生x1.75,165,38.82
高雄醫學大學,生命科學院學士班,英x1.00、化x1.00、生x1.00,111,37.00
高雄醫學大學,心理學系,國x1.00、英x2.00、生x1.00,187,46.75
高雄醫學大學,醫學社會學與社會工作學系,國x2.00、英x2.00、歷x1.00、公x1.00,221,36.83
中原大學,應用數學系,國x1.25、英x1.00、數甲x2.00,143.25,33.71
中原大學,物理學系物理組,英x1.00、數甲x1.50、物x2.00,145,32.22
中原大學,物理學系光電與材料科學組,英x1.00、數甲x1.50、物x2.00,152.5,33.89
中原大學,化學系化學組,英x1.00、數甲x1.00、物x1.00、化x2.00,168,33.60
中原大學,化學系材料化學組,英x1.00、數甲x1.00、物x1.00、化x2.00,163,32.60
中原大學,心理學系,國x1.50、英x2.00、數甲x2.00,189,34.36
中原大學,生物科技學系,英x1.50、化x1.50、生x2.00,165.5,33.10
中原大學,化學工程學系綠能製程組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,171,34.20
中原大學,化學工程學系生化工程組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,182,36.40
中原大學,化學工程學系材料工程組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,189,37.80
中原大學,土木工程學系,國x2.00、數Ax1.50、物x2.00,185,33.64
中原大學,機械工程學系,國x2.00、英x1.00、數甲x2.00、物x2.00,239,34.14
中原大學,生物醫學工程學系,數甲x2.00、物x2.00、化x1.75,178,30.96
中原大學,環境工程學系,國x2.00、英x1.00、數甲x1.00、化x2.00,205,34.17
中原大學,電機資訊學院學士班,國x2.00、英x2.00、數甲x1.00,212,42.40
中原大學,工業與系統工程學系工程組,國x1.00、英x1.00、數甲x1.00,110,36.67
中原大學,工業與系統工程學系管理組,國x2.00、英x2.00、公x1.00,185,37.00
中原大學,電子工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,154,38.50
中原大學,資訊工程學系,國x2.00、英x2.00、數甲x1.00,218,43.60
中原大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,163,40.75
中原大學,電機資訊學院智慧運算與大數據學士班,國x1.00、英x1.00、數甲x1.00,119,39.67
中原大學,企業管理學系服務業管理組,國x2.00、英x1.00、數Bx1.00、歷x2.00,198,33.00
中原大學,企業管理學系高科技業管理組,國x2.00、英x1.00、數Bx1.00、歷x2.00,214,35.67
中原大學,企業管理學系工商管理組,國x2.00、英x1.00、數Bx1.00、公x2.00,205,34.17
中原大學,國際經營與貿易學系,國x1.75、英x2.00、公x1.00,160.75,33.84
中原大學,會計學系,國x1.00、歷x1.50、公x1.50,164.5,41.12
中原大學,資訊管理學系,國x1.50、英x1.50、公x1.00,156.5,39.12
中原大學,財務金融學系,國x1.75、英x2.00、數Bx2.00、公x1.00,222.75,33.00
中原大學,財經法律學系財貿法組,國x1.50、英x1.50、歷x1.00、公x1.50,231.5,42.09
中原大學,財經法律學系科技法組,國x1.50、英x1.50、歷x1.00、公x1.50,239,43.45
中原大學,建築學系,國x2.00、英x2.00、數Ax1.75、物x1.00,250,37.04
中原大學,室內設計學系,國x2.00、英x1.00、地x1.50、歷x2.00,272.5,41.92
中原大學,商業設計學系商業設計組,國x2.00、英x2.00、地x1.00、歷x1.50,235.5,36.23
中原大學,商業設計學系產品設計組甲類,英x1.00、公x1.00、術x2.00,184.2,46.05
中原大學,商業設計學系產品設計組乙類,國x1.00、英x1.00、物x2.00,133,33.25
中原大學,地景建築學系,地x2.00、歷x2.00、公x1.00,228,45.60
中原大學,特殊教育學系,國x1.50、英x1.50、數Bx1.00、公x1.00,139.5,27.90
中原大學,應用外國語文學系,國x1.50、英x2.00、歷x1.00,142,31.56
中原大學,應用華語文學系,國x2.00、英x1.75、歷x1.25,147.5,29.50
東海大學,中國文學系,國x2.00、歷x1.00、公x1.00,144,36.00
東海大學,外國語文學系,國x1.00、英x2.00、歷x1.00,115,28.75
東海大學,歷史學系,國x1.00、社x2.00、歷x2.00,209,41.80
東海大學,日本語言文化學系,國x1.50、英x1.50、公x1.75,161,33.89
東海大學,哲學系,國x1.00、歷x1.50、公x1.50,142.5,35.62
東海大學,應用物理學系(A組),國x1.00、英x1.00、數甲x1.00,98,32.67
東海大學,應用物理學系(B組),國x1.00、英x1.00、物x1.00,99,33.00
東海大學,化學系化學組,國x1.00、英x1.00、化x2.00,143,35.75
東海大學,化學系化學生物組,英x1.00、自x1.00、化x2.00,132,33.00
東海大學,生命科學系生物醫學組,英x2.00、化x1.50、生x2.00,172,31.27
東海大學,生命科學系生態暨生物多樣性組,國x1.75、英x2.00、生x2.00,200.75,34.91
東海大學,智慧計算暨應用數學系,國x2.00、英x1.00、數甲x2.00,160,32.00
東海大學,化學工程與材料工程學系,數甲x2.00、物x1.00、化x2.00,142,28.40
東海大學,"工業工程與經營資訊學系(智慧設計與生
產組)",國x1.50、英x2.00、物x1.00,151,33.56
東海大學,"工業工程與經營資訊學系(智慧經營與管
理組)",國x1.50、英x2.00、公x1.00,143.5,31.89
東海大學,環境科學與工程學系,國x2.00、數甲x1.75、化x2.00,172,29.91
東海大學,資訊工程學系(資電工程組),英x2.00、自x1.50、數甲x2.00,186,33.82
東海大學,資訊工程學系(人工智慧組),英x2.00、數Ax2.00、物x1.50,179.5,32.64
東海大學,資訊工程學系(軟體工程組),國x1.50、英x2.00、物x2.00,194.5,35.36
東海大學,電機工程學系(A組),國x2.00、英x1.00、數甲x1.00,158,39.50
東海大學,電機工程學系(B組),國x2.00、英x1.00、物x1.00,157,39.25
東海大學,企業管理學系,國x1.50、英x1.00、公x2.00,152.5,33.89
東海大學,國際經營與貿易學系,國x2.00、英x2.00、數Bx1.00、公x1.50,205.5,31.62
東海大學,會計學系,國x1.00、英x1.00、數Bx1.00、公x2.00,161,32.20
東海大學,財務金融學系,國x1.00、英x1.50、公x1.00,118.5,33.86
東海大學,統計學系(巨量資料管理組),國x1.00、數Ax1.00、數甲x2.00,118,29.50
東海大學,統計學系(決策管理組),國x1.00、數Bx1.00、公x2.00,128,32.00
東海大學,資訊管理學系,英x2.00、數Bx2.00、公x1.75,166.25,28.91
東海大學,經濟學系,國x1.00、英x2.00、公x2.00,160,32.00
東海大學,政治學系,國x1.75、英x2.00、公x2.00,209,36.35
東海大學,行政管理暨政策學系,國x1.00、社x2.00、公x1.50,190,42.22
東海大學,社會學系,國x1.75、社x2.00、公x2.00,219,38.09
東海大學,社會工作學系,國x1.50、社x1.00、公x2.00,168.5,37.44
東海大學,畜產與生物科技學系,國x1.00、英x1.00、生x2.00,132,33.00
東海大學,食品科學系,國x1.50、自x2.00、化x1.00,156.5,34.78
東海大學,餐旅管理學系,英x1.50、數Bx1.25、公x1.00,83.25,22.20
東海大學,高齡健康與運動科學學士學位學程,國x1.25、英x1.50、生x1.00,114,30.40
東海大學,美術學系,國x2.00、英x1.00、歷x1.00、術x2.00,256.2,42.70
東海大學,音樂學系,英x1.00、歷x1.00、術x2.00,205.28,51.32
東海大學,建築學系(A組),英x1.50、數Ax1.50、物x1.50、化x1.00,215.5,39.18
東海大學,建築學系(B組),國x1.00、英x1.50、數Bx1.50、歷x1.50,233,42.36
東海大學,工業設計學系(A組),國x2.00、英x2.00、物x1.00,202,40.40
東海大學,工業設計學系(B組),國x2.00、英x2.00、公x1.00,187,37.40
東海大學,景觀學系(A組),國x1.00、英x1.50、公x1.00,109.5,31.29
東海大學,景觀學系(B組),國x1.00、英x1.50、生x1.00,115.5,33.00
東海大學,法律學系,國x1.50、英x1.50、歷x1.00、公x1.50,239,43.45
東海大學,國際學院國際經營管理學位學程,國x1.00、英x2.00、公x1.00,113,28.25
東海大學,永續科學與管理學士學位學程,國x1.00、英x2.00、化x1.00,119,29.75
國立清華大學,中國文學系甲組(一般組),國x1.50、英x1.25、數Bx1.00、地x1.00、歷x1.00,256,44.52
國立清華大學,中國文學系乙組(華語文教學組),國x1.50、英x1.50、數Bx1.00、地x1.00、歷x1.00,266,44.33
國立清華大學,外國語文學系,國x1.50、英x2.00、數Bx1.00、地x1.00、歷x1.00,303.5,46.69
國立清華大學,人文社會學院學士班,國x1.50、英x1.50、數Bx1.50、歷x1.00、公x1.00,297,45.69
國立清華大學,教育與學習科技學系,國x2.00、英x2.00、數Bx1.00、歷x1.00,273,45.50
國立清華大學,幼兒教育學系,國x2.00、英x2.00、地x1.00、歷x1.50、公x1.00,355,47.33
國立清華大學,特殊教育學系,國x2.00、英x2.00、歷x1.00、公x1.00,283,47.17
國立清華大學,教育心理與諮商學系甲組,國x1.50、英x2.00、數Bx1.50、公x1.00,288.5,48.08
國立清華大學,教育心理與諮商學系乙組,國x1.50、英x2.00、數Bx1.50、生x1.00,296.5,49.42
國立清華大學,英語教學系,國x1.50、英x2.00、數Bx1.00、地x1.00、歷x1.00,289,44.46
國立清華大學,運動科學系,國x1.25、英x2.00、數甲x1.25,213.25,47.39
國立清華大學,竹師教育學院學士班甲組(雙專長組),國x1.00、英x2.00、生x1.50,232,51.56
國立清華大學,"竹師教育學院學士班乙組(永續發展教育
組)",國x1.00、英x2.00、數Bx1.00、地x1.75、公x1.50,336.75,46.45
國立清華大學,經濟學系第1組,國x1.00、英x2.00、數甲x2.00,236,47.20
國立清華大學,經濟學系第2組,國x1.00、英x2.00、數Ax2.00、地x1.00、歷x1.00,323,46.14
國立清華大學,科技管理學院學士班,英x1.00、數甲x1.50、物x1.00、化x1.00,206.5,45.89
國立清華大學,計量財務金融學系,國x1.00、英x1.50、數甲x1.50,194.5,48.62
國立清華大學,數學系甲組(數學組),英x1.50、數Ax1.00、數甲x2.00、物x1.50、化x1.00,324.5,46.36
國立清華大學,數學系乙組(應用數學組),英x1.50、數Ax1.00、數甲x2.00、物x1.50、化x1.00,326.5,46.64
國立清華大學,物理學系物理組(甲組一般組),國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,293.5,48.92
國立清華大學,物理學系物理組(乙組天文物理組),國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,299,49.83
國立清華大學,物理學系光電物理組,國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,301,50.17
國立清華大學,化學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,241,48.20
國立清華大學,理學院學士班,國x1.00、英x1.00、數甲x1.50、物x1.25、化x1.00,282,49.04
國立清華大學,生醫工程與環境科學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,233,46.60
國立清華大學,工程與系統科學系甲組(低碳綠能組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,246,49.20
國立清華大學,"工程與系統科學系乙組(智慧奈米系統
組)",國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,250,50.00
國立清華大學,原子科學院學士班,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,243,48.60
國立清華大學,化學工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,248,49.60
國立清華大學,動力機械工程學系甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,254,50.80
國立清華大學,動力機械工程學系乙組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,247,49.40
國立清華大學,材料科學工程學系甲組,英x1.00、數甲x1.00、物x1.00、化x1.00,214,53.50
國立清華大學,材料科學工程學系乙組,英x1.00、數甲x1.00、物x1.00、化x1.00,203,50.75
國立清華大學,工業工程與工程管理學系,國x1.00、英x1.50、數甲x1.50、物x1.00,234,46.80
國立清華大學,工學院學士班,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,252,50.40
國立清華大學,電機工程學系甲組,英x1.00、數甲x1.00、物x1.00、化x1.00,224,56.00
國立清華大學,電機工程學系乙組,數甲x1.00、物x1.00、化x1.00,162,54.00
國立清華大學,資訊工程學系甲組(電子資訊組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,265,53.00
國立清華大學,資訊工程學系乙組(資訊工程組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,261,52.20
國立清華大學,資訊工程學系丙組(人工智慧組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,261,52.20
國立清華大學,電機資訊學院學士班甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,272,54.40
國立清華大學,電機資訊學院學士班乙組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,264,52.80
國立清華大學,生命科學系,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.25,256.75,44.65
國立清華大學,醫學科學系,英x1.50、數甲x1.00、物x1.00、化x1.50、生x1.50,314.5,48.38
國立清華大學,生命科學暨醫學院學士班,數甲x1.00、物x1.00、化x1.00、生x1.00,178,44.50
國立清華大學,藝術與設計學系創作組,國x1.50、英x1.00、歷x1.50、術x2.00,290.88,48.48
國立清華大學,藝術與設計學系設計組,國x1.50、英x1.00、歷x1.50,196.5,49.12
國立清華大學,藝術學院學士班,國x1.50、英x1.50、自x1.00、物x1.00,234.5,46.90
中國醫藥大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,264,52.80
中國醫藥大學,醫學系,國x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,273,54.60
中國醫藥大學,中醫學系甲組,國x1.25、英x1.00、數甲x1.25、化x1.00、生x1.00,295.25,53.68
中國醫藥大學,中醫學系乙組,國x1.25、英x1.00、數甲x1.25、化x1.00、生x1.00,293.25,53.32
中國醫藥大學,藥學系,國x1.00、英x1.00、數Ax1.00、化x1.00、生x1.00,264,52.80
中國醫藥大學,護理學系,國x1.00、英x1.00、生x1.00,126,42.00
中國醫藥大學,醫學檢驗生物技術學系,英x1.00、化x1.25、生x1.25,163.75,46.79
中國醫藥大學,營養學系,國x1.00、英x2.00、生x2.00,220,44.00
中國醫藥大學,物理治療學系,英x1.50、物x1.00、生x1.25,178.75,47.67
中國醫藥大學,生物科技學系,國x1.25、英x1.25、生x1.50,175.5,43.88
中國醫藥大學,運動醫學系,國x1.00、英x2.00、生x2.00,211,42.20
中國醫藥大學,中國藥學暨中藥資源學系,國x1.50、英x1.50、化x1.00,190.5,47.62
中國醫藥大學,藥用化妝品學系,英x1.00、化x1.00、生x1.00,112,37.33
中國醫藥大學,生物醫學影像暨放射科學學系,英x1.00、物x1.00、生x1.00,122,40.67
中國醫藥大學,公共衛生學院大一不分系,國x1.00、英x1.00、生x1.00,125,41.67
中國醫藥大學,生物醫學工程學系,國x1.50、英x1.50、生x1.00,192.5,48.12
中國醫藥大學,醫療資訊學系,英x1.25、數甲x1.00、生x1.25,134.5,38.43
國立陽明交通大學,電機工程學系甲組(電資國際組),英x2.00、數甲x1.00、物x1.00、化x1.00,282,56.40
國立陽明交通大學,電機工程學系乙組(電機工程組),英x1.50、數甲x1.00、物x1.50、化x1.50,300.5,54.64
國立陽明交通大學,電機工程學系丙組(醫學電資組),國x1.00、英x1.00、數甲x1.00、物x1.50、化x1.50,324,54.00
國立陽明交通大學,光電工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,201,50.25
國立陽明交通大學,資訊工程學系甲組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,270,54.00
國立陽明交通大學,資訊工程學系乙組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,265,53.00
國立陽明交通大學,半導體工程學系固態電子組,國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,309.5,51.58
國立陽明交通大學,半導體工程學系奈米科學組,國x1.00、英x1.00、數甲x1.50、物x1.50、化x1.00,306.5,51.08
國立陽明交通大學,材料科學與工程學系-伊利諾雙聯組,英x1.00、自x1.00、數甲x1.00、物x1.00、化x1.00,263,52.60
國立陽明交通大學,材料科學與工程學系,英x1.00、自x1.00、數甲x1.00、物x1.00、化x1.00,258,51.60
國立陽明交通大學,機械工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,193,48.25
國立陽明交通大學,"土木工程學系(科技暨基礎建設永續發展
組)",英x1.00、數甲x1.00、物x1.00、化x1.00,178,44.50
國立陽明交通大學,理學院科學學士學位學程甲組,英x1.00、數甲x1.00、物x1.00、化x1.00,198,49.50
國立陽明交通大學,電子物理學系光電與奈米科學組,英x1.00、數甲x1.00、物x1.50、化x1.00,231.5,51.44
國立陽明交通大學,電子物理學系電子物理組,英x1.00、數甲x1.00、物x1.00、化x1.00,203,50.75
國立陽明交通大學,應用化學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.50,263.5,47.91
國立陽明交通大學,應用數學系,英x1.50、數甲x2.00、物x1.50、化x1.00,283.5,47.25
國立陽明交通大學,生物科技學系甲組,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.50,272.5,45.42
國立陽明交通大學,生物科技學系乙組,英x1.00、數甲x1.25、物x1.25、化x1.25,217.25,45.74
國立陽明交通大學,資訊管理與財務金融學系資訊管理組,國x1.00、英x1.50、數甲x2.00,234.5,52.11
國立陽明交通大學,"資訊管理與財務金融學系財務金融組
(自然組)",國x1.00、英x2.00、數甲x2.00,261,52.20
國立陽明交通大學,"資訊管理與財務金融學系財務金融組(社
會組)",英x1.50、數Ax1.50、公x1.00,211,52.75
國立陽明交通大學,管理科學系(自然組),國x1.00、英x1.50、數甲x1.00,172,49.14
國立陽明交通大學,管理科學系(社會組),英x1.50、數Ax1.00、歷x1.00,162.5,46.43
國立陽明交通大學,運輸與物流管理學系,國x1.00、英x1.50、數甲x1.50、物x1.00,222.5,44.50
國立陽明交通大學,工業工程與管理學系,國x1.00、英x1.00、數甲x1.00、物x1.00,187,46.75
國立陽明交通大學,外國語文學系,國x1.50、英x2.00、地x1.00、歷x1.00,267.5,48.64
國立陽明交通大學,傳播與科技學系,國x1.50、英x1.50、地x1.00、歷x1.00,249,49.80
國立陽明交通大學,人文社會學系,國x1.00、英x1.00、地x1.00、歷x1.00、公x1.00,240,48.00
國立陽明交通大學,醫學系(自費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,284,56.80
國立陽明交通大學,醫學系(公費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,262,52.40
國立陽明交通大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,275,55.00
國立陽明交通大學,醫學生物技術暨檢驗學系,國x1.00、英x1.75、數甲x1.00、化x2.00、生x1.75,370.5,49.40
國立陽明交通大學,生物醫學影像暨放射科學系,英x1.00、數甲x1.25、物x1.25、化x1.25、生x1.00,252,43.83
國立陽明交通大學,物理治療暨輔助科技學系,英x1.25、數甲x1.00、物x1.00、化x1.00、生x1.25,267,48.55
國立陽明交通大學,護理學系,國x1.00、英x1.50、數甲x1.00、化x1.00、生x1.00,249.5,45.36
國立陽明交通大學,生命科學系暨基因體科學研究所,英x1.25、數甲x1.00、物x1.00、化x1.25、生x1.50,271,45.17
國立陽明交通大學,生物醫學工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,190,47.50
國立陽明交通大學,學士班大一大二不分系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,253,50.60
國立陽明交通大學,藥學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,258,51.60
國立陽明交通大學,中醫學系,國x1.00、英x1.00、數甲x1.00、化x1.00、生x1.00,267,53.40
淡江大學,中國文學學系,國x2.00、英x1.00、歷x1.50,118,26.22
淡江大學,歷史學系,國x1.50、英x1.00、歷x2.00,135,30.00
淡江大學,資訊與圖書館學系,國x2.00、英x1.00、公x1.00,106,26.50
淡江大學,大眾傳播學系,國x1.00、英x1.00、公x1.00,88,29.33
淡江大學,資訊傳播學系,國x2.00、英x1.00、數Bx1.00、公x1.00,144,28.80
淡江大學,教育科技學系,國x1.50、英x1.00、公x1.50,107,26.75
淡江大學,教育與未來設計學系,國x2.00、英x1.00、公x2.00,143,28.60
淡江大學,英文學系,國x1.00、英x2.00、歷x1.00,100,25.00
淡江大學,英文學系全英語學士班,國x1.00、英x2.00、歷x1.00,79,19.75
淡江大學,法國語文學系,國x1.00、英x1.00、歷x1.00,77,25.67
淡江大學,德國語文學系,國x1.00、英x1.00、地x1.00,73,24.33
淡江大學,西班牙語文學系,國x1.00、英x1.00、歷x1.00,91,30.33
淡江大學,日本語文學系,國x2.00、英x1.00、歷x1.00,138,34.50
淡江大學,俄國語文學系,國x1.00、英x1.00、歷x1.00,71,23.67
淡江大學,財務金融學系,國x1.00、數Bx2.00、公x1.00,139,34.75
淡江大學,"財務金融學系全球財務管理全英語學士
班",英x2.00、數Bx1.00、公x1.50,133.5,29.67
淡江大學,產業經濟學系,國x1.00、數Bx1.50、公x2.00,129.5,28.78
淡江大學,國際企業學系經貿管理組,英x1.50、數Bx1.00、歷x1.50,110,27.50
淡江大學,國際企業學系國際商學全英語組,英x2.00、數Bx1.00、歷x1.50,112.5,25.00
淡江大學,風險管理與保險學系,國x1.00、數Bx1.00、歷x1.00,81,27.00
淡江大學,經濟學系,國x1.00、數Bx2.00、公x1.00,116,29.00
淡江大學,會計學系,國x1.50、數Bx1.00、公x1.50,130.5,32.62
淡江大學,企業管理學系,國x1.50、數Bx1.00、歷x1.50,129,32.25
淡江大學,統計學系,國x1.00、數Bx1.50、地x1.50,122.5,30.62
淡江大學,資訊管理學系,英x1.50、數Bx1.50、公x1.00,102,25.50
淡江大學,運輸管理學系,國x2.00、數Bx1.00、地x1.50,150,33.33
淡江大學,公共行政學系,國x1.50、歷x1.00、公x1.00,127,36.29
淡江大學,管理科學學系,國x1.00、數Bx1.00、公x1.00,81,27.00
淡江大學,外交與國際關係學系全英語學士班,國x1.00、英x1.50、歷x1.00,96,27.43
淡江大學,國際觀光管理學系全英語學士班,國x1.00、英x1.25、地x1.00,63,19.38
淡江大學,全球政治經濟學系全英語學士班,國x1.00、英x2.00、公x1.00,67,16.75
淡江大學,應用數學與數據科學學系,國x1.00、英x1.00、數甲x2.00,119,29.75
淡江大學,化學學系,英x1.00、數Ax1.00、化x2.00,120,30.00
淡江大學,物理學系(量子材料組),英x1.00、數Ax1.50、物x2.00,123,27.33
淡江大學,物理學系(天文與基礎物理組),國x1.00、英x1.00、數Ax1.50、物x2.00,156.5,28.45
淡江大學,建築學系,國x2.00、英x2.00、物x1.50,197.5,35.91
淡江大學,土木工程學系,國x2.00、數甲x1.00、物x1.25,136,32.00
淡江大學,資訊工程學系,國x2.00、英x1.00、數甲x2.00,181,36.20
淡江大學,資訊工程學系全英語學士班,英x2.00、數Bx2.00、歷x1.00,113,22.60
淡江大學,機械與機電工程學系,國x2.00、英x1.00、物x1.00,144,36.00
淡江大學,電機工程學系電機資訊組,國x1.00、英x1.00、物x1.50,129,36.86
淡江大學,電機工程學系電機通訊組,國x1.00、英x1.00、物x1.50,124,35.43
淡江大學,電機工程學系電機與系統組,國x1.00、英x1.00、物x1.50,128,36.57
淡江大學,化學工程與材料工程學系,國x1.00、數甲x1.00、化x1.50,115.5,33.00
淡江大學,航空太空工程學系,英x1.00、數甲x1.00、物x1.00,82,27.33
淡江大學,水資源及環境工程學系,國x2.00、英x1.00、數甲x1.00,134,33.50
淡江大學,人工智慧學系,國x1.00、英x1.00、物x1.00,100,33.33
逢甲大學,機械與電腦輔助工程學系,國x2.00、數甲x1.50、物x1.25,164.25,34.58
逢甲大學,纖維與複合材料學系,國x2.00、英x1.00、數甲x2.00、化x2.00,225,32.14
逢甲大學,工業工程與系統管理學系A組,國x2.00、英x2.00、數甲x1.00,185,37.00
逢甲大學,工業工程與系統管理學系B組,國x2.00、英x2.00、數Bx1.00、地x1.00,201,33.50
逢甲大學,化學工程學系,國x2.00、英x1.00、數甲x1.00、物x2.00、化x2.00,273,34.12
逢甲大學,航太與系統工程學系,國x2.00、英x1.00、數Ax1.50、物x1.75,233,37.28
逢甲大學,精密系統設計學士學位學程,國x2.00、英x1.00、數甲x2.00、物x1.50,208.5,32.08
逢甲大學,應用數學系A組,國x2.00、英x1.50、數甲x2.00,183.5,33.36
逢甲大學,應用數學系B組,國x1.75、英x1.25、數Bx2.00、物x1.00,199.5,33.25
逢甲大學,材料科學與工程學系,國x1.00、英x2.00、數甲x1.00、物x1.50、化x2.00,265,35.33
逢甲大學,環境工程與科學學系,國x2.00、英x1.00、數甲x1.75、化x2.00,216.5,32.07
逢甲大學,光電科學與工程學系,國x2.00、英x1.50、數甲x1.50,181.5,36.30
逢甲大學,會計學系,國x1.50、英x1.50、數Bx1.25、地x1.00、歷x1.00,192.75,30.84
逢甲大學,國際經營與貿易學系,國x1.00、英x2.00、數Bx1.00、地x1.00,142,28.40
逢甲大學,國際企業管理全英語學士學位學程,國x1.50、英x2.00、數Bx1.50、地x1.00,164,27.33
逢甲大學,財稅學系,國x1.25、英x1.50、數Bx1.50、歷x1.00,157,29.90
逢甲大學,合作經濟暨社會事業經營學系,國x1.50、英x2.00、數Bx1.00、歷x1.00,157,28.55
逢甲大學,統計學系商業大數據組,國x1.00、英x1.50、數Bx2.00、地x1.00,152.5,27.73
逢甲大學,統計學系大數據分析與市場決策組,英x1.50、數Bx2.00、地x1.00,114.5,25.44
逢甲大學,經濟學系,國x1.00、英x1.50、數Bx1.50、公x1.50,168,30.55
